Record Type|Document Number|Local Report Number|Crash Severity|Private Property Indicator|Hit/Skip|Photos Taken|Reporting Agency NCIC|Number of Units|Unit in Error|Crash Date|Time of Crash|Day of Week|In City, Village, Township|FIPS Place Code|Enter Name of City, Village, Township|County|Latitude|Longitude|Crash/Loc Prefix|Location Road Name|Location Road Type|Distance from Reference|Direction from Reference|Ref Road Prefix|Reference Road Name|Reference Route Type|Reference Point Used|Crash Location|Location of First Harmful Event|Road Contour|Road Conditions - Primary|Road Conditions - Secondary|Manner of Crash Collision/Impact|Weather|Light Conditions - Primary|Light Conditions - Secondary|School Bus Related|Work Zone Related|Type of Work Zone|Location of Crash in Work Zone|Workers Present|Road Surface|Number of Lanes|Alcohol Related|Drug Related|Total Injured|Total Killed|Animal Related|Bicycle Related|Motorcycle Related|Speed Related|Pedestrian Related|Semi-Truck Related|Small Truck Related|Youth Related|Teen Related|Drinking Driver <21 Related|Senior Related|Local Information|Divided/Undivided roadway|Divided Lane Direction of Travel|Location Route Number|Location Route Type|Distance from Reference Measurement|Reference Route Number|Intersection Related|School Zone Related|Law Enforcement Present in Work Zone|Reference Road Type
C|20147053034|140043813|3|0|0|0|01202|2|1|9162014|1605|3|1|74118|Springfield|12|39.915668|83.77495||IRWIN|AV|0.0|||002337||3|1|1|1|1|9.0|5|2|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0||2||||0||0|0|1|
C|20147053134|10318|3|0|0|0|CLP00|2|2|9012014|1745|2|1|16000|Cleveland|18|41.518373|81.64731||SUPERIOR|AV|10.0|N|E|000061||1|1|1|1|1|9.0|5|1|1||1|0|0|0|0.0|2|4|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0||2||||2||0|0|1|ST
C|20147053233|1413577|3|0|0|0|03112|2|99|9192014|1650|6|1|27706|Forest Park|31|39.291926|84.53885|W|KEMPER|RD|0.0|||NORBOURNE||1|2|1|1|1|9.0|8|1|1||1|0|0|0|0.0|2|1|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0||2||||0||1|0|1|DR
C|20147053333|2142610045|2|0|0|1|06705|2|1|9182014|1924|5|1|65592|Ravenna|67|41.157282|81.23073000000002||MAIN|ST|0.0|||LIBERTY||1|3|1|1|1|9.0|6|2|3||1|0|0|0|0.0|2|2|0|0|3|0|0|0|0|0|0|0|0|0|0|0|1||2||||0||0|0|1|ST
C|20147053433|1447376|3|0|0|1|01821|2|1|9122014|807|6|2|29498|Gates Mills|18|41.548639|81.41459||BRIGHAM|RD|10.0|E|||SR|1|3|1|1|2|9.0|2|4|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1||2||||2|174|0|0|1|
C|20146128191|140582923|3|0|2|0|COP00|2|2|7112014|1622|6|1|18000|Columbus|25|39.972474|83.00538||104 Spruce|ST|20.0|W||SCHOOL||1|1|6|1|1||5|1|1||1|0|0|0|0.0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5/164|2||||2||0|0|1|ST
C|20144032565|08075|2|0|0|0|CLP00|2|2|7042014|1425|6|1|16000|Cleveland|18|41.459433|81.60287|E|116TH|ST|0.0|||003652||3|1|6|1|1|9.0|1|1|1||1|0|0|0|0.0|1|2|0|0|1|0|0|1|0|0|0|0|0|1|0|0|0||2||||0||0|0|1|
C|20146128326|70-1514-70|3|0|0|1|OHP70|1|1|11172014|641|2|3|81578|Washington (Township of)|70|40.73053|82.47129||||0.1|N||172||2|1|3|1|2|3.0|1|6|5||1|0|0|0|0.0|2|3|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0||1|N|71|IR|1||0|0|1|MP
C|20146128390|49-0525-49|3|0|0|1|OHP49|2|2|11192014|935|4|3|63338|Pleasant (Township of)|49|39.78288|83.25223000000003||||0.5|N||87||2|1|1|1|1||1|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0||1|N|71|IR|1||0|0|1|MP
C|20144032706|10280|3|0|0|0|CLP00|2|2|8312014|1354|1|1|16000|Cleveland|18|41.421021|81.70976999999998||STATE|RD|0.0||||IR|1|9|1|2|2|9.0|2|2|1||1|0|0|0|0.0|1|3|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0||1|S|||0|480|1|0|1|
C|20144032760|1437134|3|0|0|0|07807|2|2|9022014|718|3|1|80892|Warren|78|41.217437|80.84591||KENWOOD|DR|0.0|||MICHELLE||1|3|1|1|1|9.0|6|2|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1||2||||0||1|0|1|AV
C|20144032813|10513|2|0|0|0|CLP00|5|1|9052014|735|6|1|16000|Cleveland|18|41.473943|81.70111999999997||||500.0|W|||US|1|1|1|1|1|9.0|2|1|1||1|0|0|0|0.0|2|5|0|0|2|0|0|0|0|0|0|1|0|0|0|0|1||1|E|90|IR|2|42|0|0|1|
C|20144032831|1-14-2501|2|0|0|1|01600|1|1|9092014|626|3|3|39634|Keene (Township of)|16|40.329541|81.86176||||200.0|S|||SR|1|1|1|1|1|9.0|1|1|5||1|0|0|0|0.0|2|2|0|0|1|0|0|0|1|0|0|0|0|1|1|0|0||2||83|SR|3|643|0|0|1|
C|20146128703|140996397|3|0|0|0|COP00|2|2|11182014|1855|3|1|18000|Columbus|25|40.068285|82.90727||||1.0|S|||SR|1|1|1|1|3||6|6|4||1|0|0|0|0.0|2|4|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|1/62|1|N|270|IR|1|161|0|0|1|
C|20147053516|14SO15798|3|0|0|0|05500|2|2|9192014|748|6|3|55594|Newton (Township of)|55|40.050449|84.34664000000002|W|HILL|ST|0.0|||000115||3|1|1|1|1|9.0|2|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||||0||0|0|1|
C|20147053615|10416|3|0|0|0|CLP00|2|2|9032014|1430|4|1|16000|Cleveland|18|41.483837|81.59827||SHAKER|BL|0.0||E|121ST||1|2|1|1|1|9.0|7|1|1||1|0|0|0|0.0|2|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|E|||0||0|0|1|ST
C|20147053715|1425646|2|0|0|0|01851|2|1|6182014|655|4|1|75098|Strongsville|18|41.314244|81.83515||||0.0||||US|1|1|1|1|2|9.0|2|2|1||1|0|0|0|0.0|1|4|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0||2||82|SR|0|42|0|0|1|
C|20147053815|114000939|3|0|0|0|00211|3|3|9172014|1443|4|3|71955|Shawnee (Township of)|2|40.707157|84.15148||SHAWNEE|RD|0.1|N||FT AMANDA||1|1|1|1|1|5.0|2|1|1||1|1|5|4|1.0|2|2|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0||2||||1||0|0|1|RD
C|20147053913|1417305|3|0|0|1|01828|2|2|9182014|1707|5|1|47306|Maple Heights|18|41.422274|81.58466||||999.0|W||BROADWAY||1|1|1|1|1|9.0|2|1|1||1|0|0|0|0.0|1|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|E|480|IR|2||0|0|1|AV
C|20147054013|20141286|3|0|0|1|05715|2|1|9232014|1610|3|1|83111|West Carrollton|57|39.678486|84.23657|E|DIXIE|DR|0.0|||001162||3|1|1|1|1|9.0|2|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|E|||0||0|0|1|
C|20147054112|01140000008116|3|0|0|1|02523|2|1|9222014|1420|2|2|57862|Obetz|25|39.871992|82.93354000000002|||HW|100.0|W|||CR|1|8|1|1|1|9.0|2|1|1||1|0|0|0|0.0|2|3|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0||1|E|270|IR|2|122|0|0|1|
C|20146128890|1-14-12336|2|0|0|1|01316|1|1|11222014|753|7|3|78288|Union (Township of)|13|39.144175|84.27998000000002||BEECHWOOD|RD|0.0|||5145||3|1|1|2|4|99.0|1|5|2|9.0|1|0|0|0||2|0|1|0|1|0|0|0|0|0|0|0|0|1|1|1|0|BEECHWOOD RD SOUTH O|2||8|CR|0||0|0|0|
C|20146128990|000000014-2563|3|0|0|1|08101|2|99|11212014|1745|6|1|99161|Van Wert (County)|81|40.885552|84.58306999999998|N|WASHINGTON|ST|0.0||||US|1|3|1|1|1||7|1|4||1|0|0|0|0.0|2|4|0|0|0|0|0|0|0|0|0|1|0|1|0|0|1||2||127|US|0|30|1|0|1|
C|20146129090|71-1512-71|3|0|0|1|OHP71|1|1|11172014|729|2|3|31822|Green (Township of)|71|39.408214|82.94886||||0.1|S|||TR|1|1|4|1|3||1|6|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||235|TR|1|236|0|0|1|
C|20146129190|12-1259-12|2|0|0|1|OHP12|2|1|11202014|1946|5|3|31703|Green (Township of)|12|39.851472|83.81503000000002||||0.2|S||4||2|2|1|1|1||6|1|5||1|0|0|0|0.0|2|2|0|0|1|0|0|0|0|0|0|0|1|1|1|0|0||2||72|SR|1||1|0|1|MP
C|20146129290|04-1348-04|2|0|0|1|OHP04|2|2|11192014|1459|4|3|66796|Richmond (Township of)|4|41.714656|80.53806999999998||||0.0||||US|1|3|1|1|3|4.0|6|2|1||1|0|0|0|0.0|2|2|0|0|1|0|0|0|0|0|0|1|0|1|0|0|0|PYMATUNING LAKE RD|2||0274|CR|0|6|1|0|1|
C|20146129390|12-1278-12|3|0|2|1|OHP12|2|1|11222014|415|7|3|6054|Bethel (Township of)|12|39.864273|84.01165||||0.3|E||43||2|1|1|1|2|4.0|7|5|5||1|0|0|0|0.0|2|3|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0||1|W|70|IR|1||0|0|1|MP
C|20146129490|65-0286-25|3|0|0|1|OHP65|2|1|11222014|545|7|3|37772|Jackson (Township of)|25|39.896891|83.04713000000002||||0.5|W||55||2|1|1|1|2|4.0|2|4|4||1|0|0|0|0.0|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||270|IR|1||0|0|1|MP
C|20146129590|85-1587-85|3|0|0|1|OHP85|2|1|11222014|1326|7|3|14240|Chippewa (Township of)|85|40.978373|81.76174||||0.0||||CR|1|2|1|1|2||6|2|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1||2||0057|SR|0|0070|1|0|1|
C|20146129690|00000A-14-1810|3|0|0|1|02309|2|1|11212014|1142|6|1|62498|Pickerington|23|39.933559|82.78931||||50.0|S|||IR|1|12|1|1|1||7|1|1||1|0|0|0|0.0|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1||1|N|256|SR|3|70|0|0|1|
C|20146129790|05-1134-37|3|0|0|1|OHP05|2|1|11222014|1018|7|3|26488|Falls (Township of)|37|39.586338|82.36244||||0.1|N||17||2|1|1|2|4||2|2|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1||2||93|SR|1||0|0|1|MP
C|20144032862|1405170|2|0|0|0|01851|3|1|2262014|1551|4|1|75098|Strongsville|18|41.314867|81.81156||||0.0|||0231.4||2|1|1|2|1|9.0|2|1|1||1|0|0|0|0.0|2|1|0|0|1|0|0|0|0|0|0|0|1|1|0|0|0||2||71|IR|0||1|0|1|MP
C|20144032904|1428110|2|0|0|0|01851|2|1|7012014|1508|3|1|75098|Strongsville|18|41.341756|81.87709|N|MARKS|RD|5.0|E||COUNTRY MEADOW||1|3|1|1|1|9.0|9|2|1||1|0|0|0|0.0|2|1|0|0|1|0|0|1|0|0|0|0|0|0|0|0|1||2||||2||1|0|1|LA
C|20146129954|141003141|3|0|0|0|COP00|2|2|11212014|838|6|1|18000|Columbus|25|39.99452700000001|83.00301999999998|E|11th|AV|100.0|W||Indianola||1|1|1|1|1||7|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|copoo|2||||2||0|0|1|AV
C|20144033010|14165366|3|0|0|0|02500|1|1|9072014|345|1|3|64570|Prairie (Township of)|25|39.911716|83.16261999999998||GALLOWAY|RD|0.0|||ALKIRE||1|3|4|1|1|9.0|1|1|5||1|0|0|0|0.0|2|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||||0||1|0|1|RD
C|20146130078|45-0907-45|3|0|0|0|OHP45|1|98|11152014|145|7|3|78400|Union (Township of)|45|39.943814|82.57436||||50.0|W||124||2|1|1|1|1||1|1|5||1|0|0|0|0.0|2|2|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0||1|E|70|IR|2||0|0|1|MP
C|20144033089|2014-00017228|3|0|1|1|02903|1|1|9112014|730|5|1|86772|Xenia|29|39.672814|83.92126||HOME|AV|0.0|||000693||3|10|4|1|2|9.0|1|4|5||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||||0||0|1|1|
C|20144033148|14-3215|3|0|0|0|03100|1|98|9122014|440|6|3|84938|Whitewater (Township of)|31|39.195549|84.76422||CILLEY|RD|0.0|||009690||3|1|1|1|1|9.0|1|1|5||1|0|0|0|0.0|2|1|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0||2||||0||0|0|1|
C|20144033206|20140730|2|0|0|1|07720|2|1|9132014|1913|7|3|4248|Bath (Township of)|77|41.135966|81.6573||MEDINA|RD|0.0|||CRYSTAL LAKE|CR|1|2|1|1|1|9.0|2|1|1||1|0|0|0|0.0|2|4|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0||2||18|SR|0|200|1|0|1|RD
C|20146130258|70-1579-70|2|0|0|1|OHP70|3|1|11222014|829|7|3|46578|Madison (Township of)|70|40.732163|82.57254||Marion|AV|0.1|E||Home||1|1|1|4|4||8|4|1||1|0|0|0|0.0|2|2|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0||2||||1||0|0|1|RD
C|20146130329|141011947|2|0|0|0|COP00|2|2|11232014|2039|1|1|18000|Columbus|25|39.956844|83.04518|W|Broad|ST|10.0|S||70|IR|1|2|1|1|2||6|4|4||1|0|0|0|0.0|2|6|0|0|3|0|0|0|0|0|0|0|0|1|0|0|0||2||||2|70|1|0|1|HW
C|20146130429|141005207|3|0|0|0|COP00|2|2|11212014|2129|6|1|18000|Columbus|25|40.057612|82.91051||Morse|RD|50.0|E||Stelzer||1|1|1|1|1||2|1|4||1|0|0|0|0.0|2|7|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0||2||||2||1|0|1|RD
C|20146130529|60-1010-60|2|0|0|1|OHP60|2|1|11202014|1117|5|3|55608|Newton (Township of)|60|39.89488400000001|82.04160999999998||||0.1|W||8||2|1|1|1|1||2|1|1||1|0|0|0|0.0|2|4|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1||2||22|US|1||0|0|1|MP
C|20147054177|1402545|3|0|0|0|01851|2|1|1292014|834|4|1|75098|Strongsville|18|41.304774|81.81109000000002||HOWE|RD|0.0|||TRACY||1|2|1|1|3|4.0|2|2|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||||0||1|0|1|LA
C|20146130570|79-1417-79|3|0|0|1|OHP79|1|1|11182014|1105|3|3|22456|Dover|79|40.517536|81.57316||||0.5|N|||CR|1|1|4|4|1|3.0|1|2|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1||2||78|CR|1|77|0|0|1|
C|20147054376|10860|3|0|0|0|CLP00|2|2|9132014|1530|7|1|16000|Cleveland|18|41.466171|81.75219||DENISON|AV|0.0||W|99TH||1|2|1|1|1|9.0|3|1|1||1|0|0|0|0.0|2|4|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0||2||||0||1|0|1|ST
C|20147054476|1416971|3|0|0|1|01828|1|1|9132014|846|7|1|47306|Maple Heights|18|41.42184|81.54531999999998||RAYMOND|ST|50.0|E||CAMDEN||1|1|1|1|1|9.0|1|2|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0||2||||2||0|0|1|RD
C|20147054575|14-0018914|3|0|0|0|03200|1|98|9142014|2046|1|3|79408|Van Buren (Township of)|32|40.892065|83.75573||||0.4|E|||TR|1|1|1|1|1|9.0|1|1|5||1|0|0|0|0.0|2|2|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0||2||103|SR|1|59|0|0|1|
C|20147054675|2014-1922|3|0|0|0|03104|2|1|9252014|719|5|1|7300|Blue Ash|31|39.25993|84.36048000000002||||0.0|||0016.6||2|1|1|1|1|9.0|2|1|2||1|0|0|0|0.0|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|S|71|IR|0||0|0|1|MP
C|20147054776|01140000005242|3|0|2|1|02523|1|1|6242014|900|3|2|57862|Obetz|25|39.867155|82.93332||GROVEPORT|RD|100.0|S||OLD RATHMELL||1|1|6|4|99|9.0|9|9|9||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|N|||2||0|0|1|CT
C|20147054876|14006220|2|0|0|0|01826|1|1|9212014|1810|1|1|41664|Lakewood|18|41.485361|81.81541||CORDOVA AVE|AV|0.0|||001429||3|1|1|1|1|9.0|1|2|1||1|0|0|0|0.0|2|2|1|1|1|0|0|0|0|1|0|0|0|0|0|0|0||2||||0||0|0|1|
C|20147054976|2014-27856|3|0|0|1|04705|1|1|7042014|2011|6|1|44856|Lorain|47|41.4457|82.12232|E|28TH|ST|0.0|||002124||3|1|2|1|1||1|1|1||1|0|0|0|0.0|2|4|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0||2||57|SR|0||0|0|1|
C|20147055076|1-14-8068|2|0|0|1|03001|3|3|9162014|1524|3|1|10996|Cambridge|30|40.037688|81.57773||EDGEWORTH|AV|0.0|||CLARK||1|1|1|1|1|9.0|2|1|1||1|0|0|0|0.0|2|2|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0||2||||0||0|0|1|ST
C|20147055176|1407220091|3|0|1|1|05702|2|1|7222014|830|3|1|21000|Dayton|57|39.75898400000001|84.19511|N|WILKINSON|ST|0.0||W|THIRD||1|3|1|1|1|9.0|8|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0||1|N|||0||0|0|1|ST
C|20147055275|201407578|3|0|0|0|07002|1|98|9172014|656|4|1|58520|Ontario|70|40.77381|82.62893000000003|W|4TH|ST|0.25|W|N|ROCK||1|1|1|1|1|9.0|1|1|2||1|0|0|0|0.0|2|1|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0||2||||1||0|0|1|RD
C|20146130626|22-0691-22|3|0|0|1|OHP22|1|1|11222014|820|7|3|61714|Perkins (Township of)|22|41.397974|82.66727||||0.4|E||11||2|8|4|1|2|4.0|1|5|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|1|0|0|0|1|1|0|0||1|E|2|SR|1||0|0|1|MP
C|20144033377|10302|3|0|0|0|CLP00|2|1|8152014|1925|6|1|16000|Cleveland|18|41.499572|81.68068000000002||PROSPECT|AV|100.0|E|E|14TH||1|1|1|1|1|9.0|7|1|1||1|0|0|0|0.0|2|4|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1||2||||2||0|0|1|ST
C|20144033438|10483|3|0|1|0|CLP00|2|99|9032014|1230|4|1|16000|Cleveland|18|41.502388|81.66854000000002||EUCLID|AV|0.0|||002901||3|1|6|1|99|9.0|9|9|9||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0||2||||0||0|0|1|
C|20146130782|44-0853-44|2|0|0|1|OHP44|2|2|11212014|1846|6|2|73670|South Point|44|38.419308|82.58801||||0.0|||Solida||1|3|1|1|1||6|2|4||1|0|0|0|0.0|2|2|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0||2||1|CR|0||1|0|1|RD
C|20146130879|T14006836|2|0|0|0|07701|2|2|11242014|1024|2|1|1000|Akron|77|41.109657|81.46452||Brittain|RD|0.0|||1717||3|10|1|2|1|10.0|6|2|1||1|0|0|0||2|2|0|0|2|0|0|0|0|0|0|0|0|1|0|0|0||2||||0||0|0|0|
C|20146130978|14040831|3|0|0|1|05724|2|1|6242014|1626|3|3|10618|Butler (Township of)|57|39.841435|84.18956||BENCHWOOD|ST|0.0||||IR|1|2|1|1|1||2|2|1||1|0|0|0|0.0|2|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1||2||||0|00075|1|0|1|
C|20144033486|14PI11235|3|0|0|0|05502|2|1|9222014|1257|2|1|62848|Piqua|55|40.14809|84.21588||LOONEY|RD|0.0|||000277||3|1|1|1|1|9.0|7|1|1||1|0|0|0|0.0|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||||0||0|0|1|
C|20146131176|141017866|2|0|0|0|COP00|2|2|11252014|1805|3|1|18000|Columbus|25|40.088487|83.09187||Tuller|PK|100.0|E||Sawmill||1|1|1|1|1||6|2|5||1|0|0|0|0.0|2|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|Zone 1 - 172|2||||2||0|0|1|RD
C|20146131276|141006231|2|0|0|0|COP00|1|1|11222014|509|7|1|18000|Columbus|25|39.951617|82.94494||||100.0|W||Alum Creek||1|1|1|4|4|2.0|1|5|4||1|0|0|0|0.0|2|4|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0||1|E|70E|IR|3||0|0|1|DR
C|20147055339|1400493|3|0|0|0|01831|2|2|9222014|1528|2|1|49644|Middleburg Heights|18|41.35489000000001|81.81953||PEARL|RD|0.0||||IR|1|4|1|1|1|9.0|6|1|1||1|0|0|0|0.0|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1||2||||0|71|1|0|1|
C|20147055438|14-085|3|0|0|1|03117|2|1|9232014|1456|3|1|76582|The Village of Indian Hill|31|39.160615|84.34746||INDIAN HILL|RD|0.0|||DRAKE||1|2|1|1|1|9.0|6|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1||2||||0||1|0|1|RD
C|20147055537|11074|3|0|0|0|CLP00|2|1|9182014|1720|5|1|16000|Cleveland|18|41.536278|81.64304||||500.0|N|E|72ND||1|1|1|1|1|9.0|2|2|1||1|0|0|0|0.0|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|E|90|IR|2||0|0|1|ST
C|20147055634|201438703|3|0|0|1|00200|2|2|9192014|1556|6|3|4206|Bath (Township of)|2|40.730857|84.0574||||0.0|||DEVONSHIRE||1|2|1|1|1|9.0|2|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0||1|W|309|SR|0||1|0|1|DR
C|20147055733|14-067954|3|0|0|0|05009|1|1|9192014|1318|6|1|88000|Youngstown|50|41.066971|80.66111||MARKET|ST|10.0|N|E|AVONDALE||1|2|2|1|1|9.0|1|1|1||1|0|0|0|0.0|1|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||7|SR|3||0|0|1|AV
C|20147055833|10941|3|0|0|1|CLP00|1|1|9152014|1015|2|1|16000|Cleveland|18|41.474469|81.60289|E|116|ST|10.0|N||DICKENS||1|2|1|1|1|9.0|9|2|1||1|0|0|0|0.0|2|4|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0||2||||2||1|0|1|AV
C|20146131396|145012178|3|0|0|0|CIP00|2|1|11242014|1735|2|1|15000|Cincinnati|31|39.155663|84.50582||Vine|ST|0.0|||3843||3|3|1|1|1||6|1|3||1|0|0|0|0.0|2|4|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|5|2||||0||0|0|1|
C|20146131495|14014956|3|0|0|0|07611|3|3|11192014|751|4|1|56294|North Canton|76|40.868368|81.39718||SCHNEIDER SE|ST|83.0|W||FOSTER SE||1|1|1|2|1||2|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1||2||||2||0|0|1|AV
C|20144033497|14174002|2|0|0|0|02500|2|1|9192014|1945|6|3|77714|Truro (Township of)|25|39.915452|82.86001999999998||CHATTERTON|RD|10.0|N||REAFRO||1|1|1|1|1|9.0|2|1|3||1|0|0|0|0.0|2|2|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0||2||||2||0|0|1|RD
C|20144033507|07204|2|0|0|0|CLP00|1|1|6142014|1105|7|1|16000|Cleveland|18|41.515859000000006|81.61867||MARTIN LUTHER KING|BL|0.0|||WADE PARK||1|99|6|4|1|9.0|1|1|1||1|0|0|0|0.0|2|1|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0||2||||0||0|0|1|AV
C|20146131729|76-2539-77|2|0|0|1|OHP76|1|1|11222014|1230|7|1|1000|Akron|77|41.024465|81.5203||||0.2|W||3||2|1|4|1|2||1|2|1||1|0|0|0|0.0|2|3|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0||1|E|277|IR|1||0|0|1|MP
C|20146131829|141020925|3|0|2|0|COP00|1|1|11262014|1930|4|1|18000|Columbus|25|39.87341|82.81515999999998||Winchester Xing|BL|30.0|E||Winchester Crossing||1|1|1|1|1||9|1|4||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||||2||0|0|1|CT
C|20147055909|14-9787|3|0|0|1|05700|2|1|9292014|1522|2|3|81494|Washington (Township of)|57|39.632988|84.20394||LEONA|LA|0.0||||SR|1|2|1|2|1|9.0|2|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0||2||||0|725|1|0|1|
C|20147056009|11113|3|0|0|0|CLP00|3|1|9192014|1510|6|1|16000|Cleveland|18|41.519138|81.67285||||100.0|E|||SR|1|1|1|1|1|9.0|1|2|1||1|0|0|0|0.0|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|W|90|IR|2|2|0|0|1|
C|20147056109|1405839|3|0|0|0|01815|2|2|9242014|1731|4|1|16014|Cleveland Heights|18|41.531058|81.54225||MONTICELLO|BL|0.0|||NOBLE||1|2|1|1|1|9.0|2|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1||1|W|||0||0|0|1|RD
C|20147056209|0114008003|3|0|0|1|02508|2|1|10072014|1748|3|1|66390|Reynoldsburg|25|39.955406|82.79535||||0.0|||007590||3|1|1|2|2|9.0|2|2|1||1|0|0|0|0.0|2|4|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0||2||40|US|0||0|0|1|
C|20147056309|14018079|3|0|0|1|07101|2|1|10062014|1523|2|1|14184|Chillicothe|71|39.353654|82.97646999999998|N|BRIDGE|ST|50.0|N||WINONA||1|1|1|1|2|9.0|2|4|1||1|0|0|0|0.0|2|6|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0||2||159|SR|2||0|0|1|BL
C|20147056410|1442599|2|0|0|0|01802|2|1|9252014|1636|5|1|4500|Beachwood|18|41.5012|81.48424||CEDAR RD|RD|0.0|||027500||3|1|1|1|1|9.0|2|1|1||1|0|0|0|0.0|2|4|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0||2||||0||0|0|1|
C|20146131912|04-1386-04|3|0|0|1|OHP04|1|98|11232014|1720|1|3|21672|Denmark (Township of)|4|41.789366|80.66869||||0.1|N||20||2|1|1|1|1||1|2|5||1|0|0|0|0.0|2|2|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0||2||193|SR|1||0|0|1|MP
C|20146132012|07-1229-07|3|0|0|1|OHP07|1|1|11212014|1317|6|3|64962|Pultney (Township of)|7|40.055967|80.81778||||1.5|W|||IR|1|1|4|3|1||1|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0||2||214|CR|1|470|0|0|1|
